col0 col1 col2 col3 col4 col5 col6 col7 col8 col9 col10 col11 col12 col13 col14 col15 col16 col17 col18 col19 col20 col21
0.6126209769619494 0.520388368967597 0.3760461464630338 0.2584630427246473 0.20777502498840852 0.17554054200279987 0.15703625378644617 0.14293043010076958 0.13850429556422073 0.1334534631736013 0.11095460199268611 0.10791179624738598 0.07294436991141996 0.0952289644318868 0.08919404572508108 0.09875803439495415 0.13069918364253397 0.12986530509794125 0.14599506363519604 0.14298807089527027 0.15468887591855554 0.14444441853032622
0.31624188076646986 0.23661771447872892 0.17538071814091138 0.1750242132024797 0.18120424005066088 0.17170546360075248 0.13527736399870186 0.1043977281439981 0.0581564737398913 -0.009448577041112448 -0.06404336952187474 -0.08958784347490588 -0.11131397852527627 -0.14210738166627493 -0.20709268711306786 -0.2137063563871477 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
-99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.6425909857634674 0.38724307925957907 0.29192279793516845 0.22710816503301273 0.16038498281619842 0.10242086093231088 0.0636529330554105 0.03802181188209012 -0.016099963007933895 -0.07277923128092764 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.48256510011791104 0.39716674393337653 0.26705695396925744 0.22080348467900449 0.18876218050778262 0.1727969391866191 0.1305468804526309 0.1010757740128356 0.08588815526903276 0.08546559712990945 0.07613217825565284 0.06603475586387064 0.04873566484719734 0.03576068077711885 0.02195646614121053 0.02393958025129914 0.015228061462016612 0.013311725691069368 -0.01964168079054371 -0.043346986522696064 -99.0 -99.0
0.6144798981240684 0.48200715800072474 0.36502864655531886 0.2579554156416196 0.2304317882635806 0.20497441168925112 0.14382686784130916 0.0561464116777452 -0.012277961296504708 -0.01907297214042727 -0.03233597114806753 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
-99.0 0.3124404857898286 0.2988945510225645 0.29742096350245234 0.26309426363663074 0.2093690383135137 0.14732843064965964 0.09430073357082276 0.04761291756819334 0.013276152010070456 -0.012525673597930513 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.5972820004461814 0.45963365935114847 0.19899361653869532 0.18457810930584423 0.16633731251312353 0.15771706575768243 0.13112695832080543 0.11978871005710032 0.10558037114096341 0.07720411258425841 0.05350996475736106 0.0494772410640626 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.5920542573710981 0.45491375122206884 0.29375000499124315 0.2238198531995467 0.19693014704747985 0.1843495033278744 0.19756358455010656 0.19577946109743646 0.1805212029056149 0.1536801901144151 0.13968710632602568 0.1380400486445836 0.13646383730945721 0.12301187710429208 0.11775954437361462 0.09977158574451814 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
-99.0 0.4686493453857432 0.3158866892597764 0.3310702939222042 0.307689916467185 0.2923841213411274 0.25414106606535386 0.20638546166698093 0.17581629272211877 0.1451785258602343 0.11183070930785495 0.08957318094407803 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
-99.0 -0.04093066723667101 -0.03340829737815367 0.008812441247783917 0.03788570346275325 0.05702545910162388 0.05940526682363684 0.041446838154869194 0.019051647458592835 -0.015577330612182175 -0.024592977103448918 -0.03805925128718875 -0.05442025112519655 -0.06450536366017301 -0.0852305929392798 -0.08634142830965073 -0.11040381603748949 -0.1337051105251862 -99.0 -99.0 -99.0 -99.0
0.34695011887741894 0.23142881273996976 0.17910781396149728 0.10841960054946695 0.06821468670917985 0.03047523178176122 0.005130425406772247 -0.03143840769487346 -0.05722181607294714 -0.0783631587998076 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.45646848409305824 0.3085765187567499 0.2737321176996895 0.27049169057680666 0.24539796146423326 0.2046612545765651 0.15653039576711542 0.12895496990097047 0.1053446886299152 0.08301921403349877 0.07640055959341813 0.0732688388280554 0.057064845934682626 0.05694087809274603 0.040850688350953096 0.025736418107519653 0.009483956775187836 -0.006101109731216198 0.0037737002883391204 0.0023728586761820017 -0.017142835763856057 -0.05250457422649979
0.6058865554200198 0.5963475748777922 0.5712563232561013 0.49026060442569325 0.4365599129965458 0.3114406902002807 0.25283639650426126 0.24684358756562763 0.2191364467122926 0.1900287470471116 0.2065407808791708 0.19809923504049043 0.19850328330079564 0.1829088294824817 0.17350275050390632 0.16638926780662983 0.14969081793895014 0.1491565576009449 0.14699723778327672 0.13646583345198496 0.1407300911132794 0.12750245563279164
0.5022566263010066 0.45532293035652227 0.42567398611336954 0.37841284917247353 0.33341753146462894 0.28899018247431446 0.21105041865392277 0.1803127915662476 0.17024735489943446 0.1751187427025858 0.17840772192256393 0.15520098659664872 0.14316013823766155 0.12275325386429572 0.1112819617111663 0.0935584668969428 0.07259744760754215 0.0332231005987789 -99.0 -99.0 -99.0 -99.0
0.4624010572966931 0.23829829909792616 0.27473287657641493 0.29210789505366297 0.2727861719436502 0.25294160476152444 0.20580006512162988 0.17396019523778702 0.13118302077068963 0.10401972139588889 0.09351305059117948 0.054179505503275396 0.010430560267773113 -0.027168918740423605 -0.05975041308647345 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
