z_grad_in delta_slope_in z_grad_out delta_slope_out
-0.10378746572664226 -0.17624954572985058 -0.033385355533604465 -0.18222049040624688
0.23191274191652028 1.8519430106566492 -0.35245453939208843 -1.1410861107231756
0.28503390153220226 1.8064620795243065 -0.13761424347815326 -0.28765917148448605
0.11219292221534463 2.9006898623266504 -0.1712524023163811 0.7249506503662037
0.02719538765893542 0.9168331062272055 -0.06986744418815632 -0.07411956173733968
0.007168641886721294 1.8396712595539912 -0.21116535947266943 0.4904375863866768
0.2789385277244242 2.70986080302661 -0.16260083383088514 0.9827266917778905
0.1946231610535027 2.5482806739763624 -0.04479135734134001 0.6962969952399491
0.1534205139917021 1.2108174099517435 -0.060322607259311066 0.03583612306569974
0.43471516594290593 3.285002713490259 -0.0738941245637407 0.7218690292678952
0.1986093637174513 2.1259099156760644 -0.05685473335144538 0.34735531594264735
0.25273887167296843 2.7190475154709906 -0.10920797705267722 1.3966477581141132
-0.11227747123502901 0.45541382198303115 -0.06058263159427521 0.004158929990201801
0.01415096429496886 0.40120830175540123 -0.019754053417005056 0.14617364587691883
-0.15600982046101203 0.026693828812757087 -0.24764102700465193 -0.8822137924996629
0.5497304085528903 2.9979714567755247 -0.19431864217242442 0.09449376144812438
0.37013948318794276 1.7125439820565345 -0.2481940475464911 -0.35243708168633064
0.19654786781518852 2.1807357912255156 -0.19167605727926154 0.5368684164789701
-0.1263521977668708 0.398657722455245 -0.014855323967854083 0.40776584225036727
-0.14125901598043575 0.09630575254081046 -0.19852047997146594 -0.686506408724164
-0.10538931917922663 -0.1295592312555041 -0.051025702495317786 -0.06637482857854107
-0.08954935349483231 -0.23965454093154392 -0.05264744723995859 -0.3637503382605481
0.2033984795212737 1.1687473395002184 -0.1414671263932268 -0.3220101830427936
0.4807804367527017 3.521670112208086 -0.17098935169707669 0.08667210961223562
0.025464237998570484 1.4101238396887923 -0.1272570791133945 -0.329844321015768
-0.026291635186244593 0.7948397690787146 -0.05078428713376883 0.6538024082674472
0.18165938333161682 1.3396573495274027 -0.23148409467925413 -0.6264027267039818
0.46063904758427054 3.891927961173007 -0.18025312221106712 0.7667681448155279
0.28246557012318385 1.9886934184838831 -0.09111406800465832 0.5027092162249063
-0.1238012521092127 -0.12457273940167435 -0.03707355408543517 0.06563818028408858
0.06719735780561882 1.8453989258452728 -0.10354819055507444 0.8218671233670332
-0.1854463985476162 -0.37242595806594847 -0.104510866978425 -0.3278250836943566
0.0189502075672495 1.0462112264037207 -0.176939649951082 0.4416935439037326
0.14094178722491751 1.5499229736325217 -0.016935087887498434 0.7059245604025322
-0.13322653355097785 1.0858158124348378 -0.15150034260801665 0.5059080572692503
-0.009839932039922733 1.647753775444165 -0.11354633346926415 0.26318452118548236
0.16754484294309396 1.830476453883629 -0.1966599515921023 0.5204645026709741
0.104723517582519 1.3512235084342732 -0.07420434007699353 0.5824246457804229
-0.1890221252307137 -0.374590144173608 -0.10228081104561812 -0.5365438913451523
0.539565522857937 3.130590486321224 -0.17949732419885947 0.5757419082178556
0.1948874628522124 1.3236820617063212 -0.6104490366099424 -1.4068901093101143
0.08663575157101341 0.7446238669395763 -0.0017487956818714435 0.47104240727092855
-0.0727813107767035 -0.11803461144838967 -0.2563425412205185 -1.0092300357470685
-0.04573795167608043 1.1306886132129874 -0.30387710955711666 -0.7522069211315353
0.05762334615975206 1.5088213310235443 -0.16420308441394801 -0.7734969253179046
-0.0 0.0 -0.0 0.0
-0.17367511526262056 0.8054616675263471 -0.07129389906008755 0.20010674752274166
-0.023742772005620496 1.2583804135112222 -0.2783496205295557 -1.0206957285716922
-0.32023046125040483 0.6570163852905251 -0.07480235212121233 0.5352053575029168
-0.008355991128572562 0.09140777859208417 -0.013724102639063807 -0.016036146505910957
0.35939139083903066 2.8828261521331373 -0.15276700783998584 0.3448521879162936
0.07338515042281658 0.8459644442860644 -0.07048349511542924 0.0026591717977631213
0.1368583606694142 1.4614742117568302 -0.07842080889349137 0.5056319571888395
0.5421419963165746 3.5139973539000424 -0.27689731594947786 -0.8161080174849471
0.2180436730376916 2.464487836027888 -0.026126491010497587 0.8299128676880013
0.1252749063772801 1.7610572088651295 -0.011469112121364693 0.8259037191703504
0.10658279697501084 0.5740304794177153 -0.23177779646753546 -0.3665151730149459
0.08050852931375081 2.196206889642196 0.03227106109623772 0.43358633040309374
-0.05361772021965869 -0.021713889629424277 -0.01773711465401679 -0.02947412687427671
-0.07279801760363941 0.109020702065041 -0.13346727253163315 -0.29791385782902235
-0.13397216346408383 0.0742887890470175 -0.09419765159615087 -0.1515122678628817
0.3954573104840279 2.501267926857475 -0.15712991227692555 0.47565366680169063
-0.2141484258192232 1.13175496678081 -0.05542079622740353 0.7756327861303371
0.34789115352019595 2.1699243014818523 -0.1087130500304123 0.2946506092721734
-0.11304142236722367 0.0808585927945352 -0.018742092230065146 0.4537743209889177
0.17678485822388962 1.6880976398359127 -0.0553159797238577 0.32021477591711417
-0.1830729640859692 -0.20239008938021943 -0.030547421518196186 -0.07901302496313425
-0.1272338612721537 -0.1050679882206171 -0.18002482332882697 -0.49976144208340556
0.12561647717228244 0.9688391374481281 -0.040445764046653884 0.48006131883473147
-0.03146811494689752 0.4221646828604226 -0.14616695638604862 -0.5381993916675843
0.21108736540887416 1.677219199286771 -0.2499728424575844 -0.1849579016598551
0.03541990473890791 1.0843249896325984 -0.1854656752522884 -0.22848671173012394
0.03842169807618094 1.0932417395964498 -0.07169907987995365 0.13366318713841477
0.20955487606642134 1.8803221278834357 -0.1554292893770819 -0.24616576251513417
0.1868951496725196 1.5249213272897417 -0.055140550447594736 0.3193799868843205
0.3015558200556543 3.2447435708972523 0.01159767267247851 1.02652585448191
-0.17159001815504368 1.2675434765721183 -0.2040197308633074 0.3273135004903622
0.14362626950928065 2.8511323777781405 -0.1362343881296375 -0.032655930607862385
0.01526508365558306 1.0027314667656118 -0.04012928429887691 0.19036897692783175
0.04315750040439409 0.818125968018913 -0.15113542329793422 -0.04491584865961723
0.012376660108565671 1.0338297214217995 -0.19201648308519825 -0.0011934758546996854
0.35076075366555215 1.6279315325413442 -0.1895077659588479 -0.21646541197240493
0.27837045645075065 2.587332848883104 -0.159530271540004 0.5657272395755258
0.06375775553666004 0.9044679084038126 -0.06480269629540325 0.2967147820932506
0.022691280316146693 1.80735748819194 -0.21233348257072965 0.38918979872349013
0.18838170468492513 1.4160923019586291 -0.12686004857832817 0.0347718462003021
-0.0712202919458512 0.40334498785742817 -0.07687493142252014 0.13266506533416464
0.0625542993346828 1.161241612284331 -0.20648339874103291 -0.992435946938391
0.19848880216643214 1.5159482131942754 -0.12187570431135408 0.4814979427051883
-0.01540232453478993 0.2720612561874888 -0.04909152251879773 -0.20689408876119242
0.34934144213977514 2.7026508610116298 -0.6082372754012428 -1.5056960987965975
0.2953682481250445 2.680949660012315 -0.08802011198944686 0.559715438231598
-0.001705883815884502 1.294410647416436 -0.20462229542249452 0.6971335307568435
0.18038579432227914 1.7290590334577454 -0.39791677519678553 0.19019882629359983
0.06758734138444014 0.19579158520677262 -0.18103203329483156 -0.38990122050755216
0.1358344676903526 1.738775152046335 -0.1299027606577192 -0.388297608295621
-0.02193575831442302 -0.07468861228132778 -0.014829364119266823 -0.03591849686131742
0.3847293333102976 3.1596436492297064 -0.23202783906611688 0.8199390610272765
0.22209336279995875 2.324613829829565 -0.24504602105503098 0.5313199671029406
0.05667869033792937 0.9059292502086318 0.002776391808786389 0.29306763155826654
-0.09686744663243428 0.635345643599991 -0.041240779328874 0.5692634947487585
0.2820618587322354 2.0342227340909056 -0.077269306264437 0.8505641079054039
-0.24931611109021473 -0.14458955855587574 -0.09719006240475958 -0.045714670846231376
0.17200683922145568 1.4723734160672142 -0.21440526241288477 0.16580487665757482
0.11921601879560449 0.9892240214300677 -0.5136302808868207 -1.5187156842065632
0.2455873414844036 3.104951328688705 -0.08270014619442925 0.7171020830855079
0.16495154909671894 2.0439727419846605 -0.1889261802682139 0.02850346017498364
-0.14791346345525683 -0.030252652329974872 -0.21377184166757285 -0.496328420347759
