z_grad_in delta_slope_in z_grad_out delta_slope_out
0.23264697286533353 2.4945171765562564 -0.04043023615029004 0.8227835450128058
0.43775724226367196 2.0431393648591722 -0.15074559630790152 0.03935186787474004
0.15744044967422724 1.2239705027722807 -0.11607655572875304 0.18125846008812266
0.26532446187635966 1.8658236336295366 0.029223035985715472 0.9702827226703655
-0.12321594597312865 0.39552025335788177 0.026587948338314273 0.3109207171303944
0.15782035635677608 1.9611580176692833 -0.19980604886862724 0.398041804066583
-0.0006309301736485059 0.8657233976794397 -0.14099492949649708 -0.2060789064426184
0.03062557988371313 0.9602322344019034 -0.12936298228969711 -0.005722951026819752
-0.0259551509618932 0.5482653752430812 -0.07760314891637884 0.26036241757982487
-0.24651993036211683 0.5907430146753705 -0.09499515286085372 0.6752480316890543
0.38324236868153166 2.9887563123791545 0.002218778813945523 0.6294552306463872
0.021483218723984003 0.522352775896437 -0.038815582605662306 -0.02421730253222701
0.16403580633424275 1.7060662317004753 -0.20110520717027214 -0.55036552348043
0.06470665742117199 1.2977198125259621 -0.053786207252755354 0.4314879036432044
0.006937782998092434 1.36172766945917 -0.03810408147555496 0.44993009782473303
0.27396303533564864 2.2193197560839057 -0.24717041301401038 -0.4449388280198163
-0.05978244172261958 0.10007221789478243 0.006475580976825367 0.0813789300632981
0.21148114711406005 1.8848952220108752 -0.019259822745123195 0.6520309781979543
0.10112512643864194 0.8722374473304618 -0.0933285463717271 -0.00569114043488906
-0.11991700987671775 0.057093579185363376 -0.33447887930277864 -0.864621297602075
-0.1629149914403889 -0.1583470842449372 -0.027618113897282026 -0.052081209980590626
-0.02639140867506192 0.556673741983109 -0.05308335765785255 0.5670177916735872
0.24948314307811223 1.7949849089030208 -0.3161139035886401 -0.8778583702172456
-0.0016731673479080506 0.2782453458846214 -0.07242551987821429 -0.6335315711690619
-0.12166860918406718 -0.09624032220895055 -0.026581803223779513 -0.027477433290630564
-792.0 0.0 -792.0 0.0
