MANGAID Mass b/a SFR
1-634828 10.636640548706055 0.7509734630584717 0.7208379507064819
1-296537 10.905351638793945 0.5815605521202087 0.14646442234516144
1-26421 10.573122024536133 0.7967460751533508 0.7097101807594299
1-96448 10.738595008850098 0.7653034329414368 0.20325195789337158
1-78519 10.74966049194336 0.8268955945968628 1.1683595180511475
1-42106 10.703075408935547 0.5596752762794495 0.13899751007556915
1-36919 10.567066192626953 0.9486634135246277 0.5110256671905518
1-280728 10.861379623413086 0.5713734030723572 0.12117265909910202
1-24822 10.951415061950684 0.9278408288955688 0.9186392426490784
1-321271 10.859760284423828 0.6574496626853943 0.5789969563484192
1-195331 10.620271682739258 0.628355860710144 -0.35911452770233154
1-120892 10.600397109985352 0.5536769032478333 0.577298104763031
1-416039 10.821544647216797 0.6814715266227722 -0.12871584296226501
1-234341 10.795166969299316 0.9639917612075806 0.8825059533119202
12-129618 10.663867950439453 0.6608552932739258 -0.2461790144443512
1-375695 10.822972297668457 0.7293175458908081 0.5743671655654907
1-286309 10.80270767211914 0.6116210222244263 0.4943942725658417
1-37601 10.895235061645508 0.892316460609436 0.7363744974136353
1-633832 10.647785186767578 0.6662729382514954 0.4595223665237427
1-135564 10.85698413848877 0.8952610492706299 0.01932358369231224
1-247977 10.614686965942383 0.6840277910232544 0.1309548020362854
1-273041 10.766743659973145 0.5382691621780396 1.0269123315811157
1-178084 10.75645637512207 0.6114683747291565 0.2529580295085907
1-351622 10.760056495666504 0.8473380208015442 0.4005139470100403
1-53217 10.627748489379883 0.7549139857292175 0.7712500691413879
1-41752 10.888806343078613 0.7084608674049377 0.6142041683197021
1-458504 10.856672286987305 0.6675140261650085 0.26860472559928894
1-602324 10.866336822509766 0.6358615756034851 0.5402339696884155
1-43311 10.734173774719238 0.8157027959823608 0.5755128860473633
1-177284 10.636284828186035 0.7195941805839539 0.3104017972946167
1-179900 10.620240211486816 0.639753520488739 0.6543210744857788
1-67044 10.895071983337402 0.6938087344169617 0.4078240990638733
1-401783 10.75761890411377 0.8889407515525818 0.32478514313697815
1-76996 10.576637268066406 0.5438830256462097 0.46303558349609375
1-277279 10.811361312866211 0.7294474840164185 0.38133731484413147
1-40248 10.669137954711914 0.7177278399467468 0.4560054540634155
1-188753 10.704070091247559 0.8284122347831726 0.6996144652366638
1-2742 10.797261238098145 0.7789020538330078 0.012111908756196499
1-91760 10.773114204406738 0.8908321261405945 0.5683915615081787
1-295411 10.766392707824707 0.8560340404510498 0.9735333323478699
1-38348 10.708768844604492 0.7222459316253662 0.5652867555618286
1-216976 10.752355575561523 0.9806607365608215 -0.01739988848567009
1-258007 10.86660099029541 0.9527300596237183 0.90909743309021
1-123312 10.780187606811523 0.6297760009765625 0.2788970470428467
1-152093 10.637701988220215 0.9562660455703735 0.28883644938468933
1-118326 10.790322303771973 0.5753724575042725 0.6500000953674316
1-242874 10.73867416381836 0.9236316680908203 0.3950720429420471
1-295093 10.732667922973633 0.8131179213523865 0.5952928066253662
1-606121 10.686914443969727 0.7407329678535461 0.21225912868976593
1-47120 10.888286590576172 0.8701508045196533 0.7561082243919373
1-221753 10.838312149047852 0.9547025561332703 0.5716911554336548
1-155975 10.740983963012695 0.7257258892059326 0.28412604331970215
1-605778 10.687911033630371 0.961790919303894 0.5354962944984436
1-316593 10.826889991760254 0.8635551333427429 0.5124577879905701
1-457074 10.685025215148926 0.5678554773330688 -0.059049710631370544
1-382809 10.724499702453613 0.7553882002830505 0.8020932078361511
1-633214 10.570724487304688 0.7969593405723572 0.7308781147003174
1-92547 10.751798629760742 0.6032809019088745 0.145868718624115
1-53653 10.630199432373047 0.8821818232536316 0.6072571277618408
1-210186 10.754106521606445 0.8385193943977356 0.40972229838371277
1-604912 10.77550220489502 0.5509416460990906 -0.09592431783676147
1-278221 10.629164695739746 0.715074360370636 0.8920934200286865
1-632632 10.75760555267334 0.5914828181266785 -0.10559915006160736
1-301470 10.881844520568848 0.783123791217804 0.522853434085846
1-294327 10.767255783081055 0.8573688268661499 0.4488504230976105
1-78142 10.772134780883789 0.528744637966156 0.8439393043518066
1-335448 10.63589859008789 0.5403465032577515 -0.30344507098197937
1-95069 10.605620384216309 0.7007694840431213 0.41932132840156555
1-45281 10.586094856262207 0.5061234831809998 0.05527755990624428
1-231628 10.612421035766602 0.609220564365387 0.7339932322502136
1-285136 10.650094985961914 0.7059257626533508 0.21807000041007996
1-109378 10.83864688873291 0.7085397243499756 0.6723991632461548
1-594544 10.62583065032959 0.6665327548980713 -0.07323290407657623
1-264254 10.674995422363281 0.5028738379478455 0.18618029356002808
1-270170 10.86752986907959 0.658483624458313 0.1993374079465866
1-37211 10.811115264892578 0.818527340888977 -0.18821915984153748
1-120872 10.622933387756348 0.5459191799163818 0.4426170289516449
1-250652 10.569825172424316 0.6202182173728943 0.8676753640174866
1-608154 10.789139747619629 0.8562874794006348 0.7603211402893066
1-38550 10.624309539794922 0.7339008450508118 0.21039409935474396
1-45249 10.65958023071289 0.834002673625946 0.5171865820884705
1-135030 10.84136962890625 0.7006214261054993 0.4588310718536377
1-53880 10.647398948669434 0.7526044249534607 0.24353237450122833
1-73651 10.744336128234863 0.951288104057312 0.771376371383667
1-352833 10.871405601501465 0.621053159236908 0.46024468541145325
1-633775 10.690898895263672 0.8150407075881958 0.5233654975891113
1-114235 10.618371963500977 0.7872279286384583 -0.2998005151748657
1-147863 10.85024356842041 0.5272819995880127 0.06883552670478821
1-322787 10.691278457641602 0.9177597761154175 0.7319549918174744
1-211077 10.6159029006958 0.7278724312782288 0.025500096380710602
1-379030 10.680688858032227 0.8252124786376953 0.4389403462409973
1-258373 10.932218551635742 0.7617298364639282 0.7175245881080627
1-182523 10.846508979797363 0.5009440183639526 0.6278150677680969
1-487130 10.682937622070312 0.9410144090652466 0.27488434314727783
1-375134 10.687142372131348 0.5625072717666626 0.3343607187271118
1-27950 10.793462753295898 0.6924965381622314 0.11426173895597458
1-282462 10.742773056030273 0.9125520586967468 0.7113097310066223
1-72203 10.564779281616211 0.5507239103317261 0.09573984146118164
1-385123 10.79060173034668 0.603721559047699 0.25226539373397827
1-234243 10.872425079345703 0.7532806396484375 0.25464969873428345
1-495383 10.593271255493164 0.8707165718078613 1.0179311037063599
1-176546 10.742527961730957 0.6640309691429138 0.28054574131965637
1-402898 10.91286849975586 0.8671215176582336 0.43034645915031433
1-375213 10.856736183166504 0.6558889746665955 0.6700743436813354
1-35268 10.954734802246094 0.8185718059539795 0.29969531297683716
1-76518 10.562094688415527 0.7637982368469238 -0.03288182243704796
1-277290 10.569369316101074 0.6401329040527344 0.3811006247997284
1-155440 10.631660461425781 0.6786232590675354 -0.23034034669399261
1-41801 10.854714393615723 0.6025208830833435 0.6391344666481018
1-159093 10.663492202758789 0.6803481578826904 0.5077565908432007
1-173958 10.881345748901367 0.7371298670768738 0.7105950117111206
1-401052 10.62900447845459 0.8750700950622559 0.38356858491897583
1-245331 10.873441696166992 0.8275738954544067 -0.08806199580430984
1-383214 10.819208145141602 0.7792164087295532 -0.14384490251541138
1-153627 10.848834037780762 0.6198176145553589 0.5803351998329163
1-235398 10.557376861572266 0.5964146852493286 0.18490588665008545
1-210719 10.953801155090332 0.8356481194496155 0.7965803146362305
1-51397 10.60035228729248 0.7705662846565247 0.22182586789131165
1-149228 10.686857223510742 0.7829368114471436 -0.24050332605838776
1-115262 10.911035537719727 0.9775622487068176 0.6928765773773193
1-603920 10.575157165527344 0.8423250317573547 0.26514148712158203
1-150409 10.904328346252441 0.887916624546051 0.5907326936721802
1-423024 10.856948852539062 0.8203946352005005 0.6467794179916382
1-523167 10.731050491333008 0.9340636134147644 0.009471799246966839
1-145679 10.812891960144043 0.7451437711715698 0.15673722326755524
1-397224 10.642939567565918 0.8375055193901062 0.007492163684219122
1-633219 10.63889217376709 0.8364691734313965 0.30433088541030884
1-458396 10.663867950439453 0.6608552932739258 -0.2461790144443512
1-51378 10.5924072265625 0.9219130873680115 0.5801770091056824
1-178735 10.724472999572754 0.6619691252708435 0.0002239817986264825
1-418014 10.714364051818848 0.6980417966842651 0.4446318447589874
1-626829 10.59109878540039 0.5253592729568481 0.24840588867664337
1-195845 10.857491493225098 0.6629560589790344 0.23287196457386017
1-90849 10.937797546386719 0.9730220437049866 -0.05889078602194786
1-383135 10.771086692810059 0.9057261943817139 0.6158661842346191
1-633344 10.800653457641602 0.6752588748931885 0.24568967521190643
1-574504 10.840271949768066 0.5779792666435242 0.9824102520942688
1-623700 10.620887756347656 0.8606933355331421 0.36506032943725586
1-407465 10.826227188110352 0.8639130592346191 0.5256580114364624
1-230090 10.624567031860352 0.881571888923645 -0.2022271305322647
1-272287 10.83846664428711 0.7642394304275513 0.5896896719932556
1-73005 10.636967658996582 0.5555721521377563 0.154714435338974
1-322784 10.851202964782715 0.694991409778595 0.3043614327907562
1-548401 10.639965057373047 0.9615620970726013 0.8614999651908875
1-633356 10.936273574829102 0.8114005923271179 0.24054546654224396
1-212813 10.615912437438965 0.5618510842323303 0.296575665473938
1-316945 10.737062454223633 0.6409618258476257 0.9450687766075134
1-272854 10.5774507522583 0.8523013591766357 0.857623279094696
1-251662 10.861043930053711 0.8865041136741638 0.6561161875724792
1-266039 10.897026062011719 0.8211439847946167 0.30173587799072266
1-95220 10.561296463012695 0.5039925575256348 0.49263161420822144
1-174618 10.940885543823242 0.9345755577087402 0.0747814029455185
1-623447 10.65538501739502 0.5634905099868774 -0.07368317991495132
1-1747 10.676129341125488 0.8097268342971802 0.418135404586792
1-210461 10.746025085449219 0.656535804271698 0.9219849109649658
1-210903 10.589409828186035 0.9437809586524963 0.3230859041213989
1-177061 10.818609237670898 0.6304947733879089 0.8162611722946167
1-457054 10.609258651733398 0.7362233996391296 0.4282649755477905
1-71974 10.638655662536621 0.8115479946136475 0.6638509035110474
1-246331 10.933913230895996 0.8547625541687012 0.4430294632911682
1-51315 10.721051216125488 0.9348263740539551 0.5098850727081299
1-245869 10.890695571899414 0.9720439910888672 0.1156095415353775
1-550901 10.71796703338623 0.755642294883728 0.98050856590271
1-605245 10.879716873168945 0.5458875298500061 0.02446492575109005
1-419240 10.768048286437988 0.6976349949836731 0.9226602911949158
1-95092 10.88264274597168 0.8210636973381042 0.27801790833473206
1-27376 10.607095718383789 0.6149710416793823 0.5580301284790039
1-201934 10.779664039611816 0.7408995032310486 0.0929732546210289
1-78255 10.753406524658203 0.5929664969444275 0.06575103104114532
1-638130 10.747529029846191 0.6725173592567444 0.08154507726430893
1-317822 10.58991813659668 0.7619973421096802 0.7415428161621094
1-258849 10.576593399047852 0.5263254046440125 0.26561439037323
12-193481 10.779868125915527 0.577364444732666 1.1680960655212402
1-93612 10.9162015914917 0.6771717667579651 -0.061018772423267365
1-383208 10.587628364562988 0.6990298628807068 0.4983215630054474
1-71525 10.905892372131348 0.7773841619491577 0.15422481298446655
1-150371 10.759572982788086 0.9649147987365723 0.6293562650680542
1-229862 10.584776878356934 0.9051178693771362 -0.3933385908603668
1-201822 10.943990707397461 0.98368239402771 0.41682007908821106
1-256456 10.77230453491211 0.785620391368866 -0.10785650461912155
1-77595 10.761062622070312 0.6865532398223877 0.22853747010231018
1-458105 10.6726713180542 0.5805427432060242 0.12632234394550323
1-300363 10.612485885620117 0.935282289981842 0.6869695782661438
1-218243 10.849577903747559 0.5851616263389587 -0.04340691119432449
1-211562 10.806047439575195 0.6937170028686523 -0.07036624848842621
1-66669 10.5938081741333 0.7488040924072266 -0.04607303813099861
1-265404 10.938831329345703 0.6412893533706665 1.30280601978302
1-51001 10.783281326293945 0.9768496155738831 0.9244149327278137
1-73009 10.608859062194824 0.7239152193069458 0.6384676694869995
1-50529 10.581879615783691 0.5372592210769653 -0.10899315774440765
1-250870 10.758737564086914 0.6796937584877014 0.5955431461334229
1-196310 10.59670639038086 0.9762899875640869 0.4472065567970276
1-444980 10.905898094177246 0.7904223799705505 0.4675634801387787
1-62221 10.598167419433594 0.8748297691345215 0.7307113409042358
1-210866 10.690519332885742 0.9138244986534119 -0.28258687257766724
1-323794 10.653404235839844 0.6357834935188293 0.10917826741933823
1-178745 10.663503646850586 0.8151847124099731 0.3205002546310425
1-209428 10.768867492675781 0.7305202484130859 0.46247079968452454
1-138034 10.688057899475098 0.5210198163986206 0.34994983673095703
1-248420 10.654675483703613 0.8634074926376343 0.2560694217681885
1-300096 10.675521850585938 0.8075776696205139 -0.030499452725052834
1-368926 10.619009971618652 0.7934711575508118 0.5841352939605713
1-31249 10.798211097717285 0.8731894493103027 0.4624687135219574
1-150991 10.65004825592041 0.6680928468704224 0.405092716217041
1-295044 10.819744110107422 0.8573660254478455 -0.015820149332284927
1-374844 10.599842071533203 0.7357400059700012 -0.21822044253349304
1-234362 10.881653785705566 0.6899428963661194 0.5479350090026855
1-150898 10.8706693649292 0.7316976189613342 0.6846739649772644
1-248348 10.584781646728516 0.7652097940444946 0.38554856181144714
1-200058 10.863551139831543 0.7496631741523743 1.2510031461715698
1-79770 10.58979320526123 0.6300100088119507 0.46982744336128235
1-606422 10.677701950073242 0.6759735345840454 -0.08819118142127991
1-250642 10.812385559082031 0.9620667695999146 0.6137112975120544
1-316872 10.7174711227417 0.6906403303146362 0.6771931648254395
1-603028 10.818705558776855 0.7236506938934326 0.7248516082763672
1-318725 10.807567596435547 0.9443860054016113 1.0163944959640503
1-406037 10.687471389770508 0.9506992697715759 -0.10273963958024979
1-40793 10.760296821594238 0.5216237902641296 0.906971275806427
1-114820 10.953274726867676 0.7337055802345276 0.04794882982969284
1-200856 10.564789772033691 0.7973634004592896 0.5761240720748901
1-547744 10.587626457214355 0.5611406564712524 0.16984926164150238
1-53880 10.647397994995117 0.7526044249534607 0.24353237450122833
1-265495 10.790452003479004 0.9626358151435852 1.6143995523452759
1-392067 10.864316940307617 0.6947278380393982 -0.026199011132121086
1-210646 10.7764892578125 0.5836794972419739 0.5384796261787415
1-460840 10.773453712463379 0.5738357305526733 0.2781023681163788
1-294355 10.76172161102295 0.7014248371124268 0.15284182131290436
1-39197 10.775744438171387 0.7029584646224976 0.3586537837982178
1-458007 10.755359649658203 0.67479407787323 0.37997981905937195
1-152000 10.715357780456543 0.5914552807807922 0.11484435200691223
1-314817 10.694914817810059 0.672748327255249 -0.031238339841365814
1-211017 10.778877258300781 0.9617282152175903 0.46269452571868896
1-117381 10.783347129821777 0.6308535933494568 0.39284053444862366
1-117559 10.673746109008789 0.6581084132194519 -0.3236134648323059
1-33775 10.782828330993652 0.8583816289901733 0.5839643478393555
1-351470 10.775867462158203 0.5766228437423706 0.27280959486961365
1-218981 10.895742416381836 0.5763131976127625 0.4470647871494293
1-456747 10.59019947052002 0.9235949516296387 0.18614798784255981
1-131279 10.89328670501709 0.5256672501564026 0.6157657504081726
1-135941 10.735828399658203 0.8186129927635193 0.35035082697868347
1-51296 10.661372184753418 0.8028650283813477 0.22641366720199585
1-71180 10.56200122833252 0.7698349952697754 -0.10865378379821777
1-120335 10.912147521972656 0.7208814024925232 0.7345988154411316
1-634515 10.91649341583252 0.6886144280433655 1.3198206424713135
1-197702 10.836807250976562 0.8304193615913391 -0.13531680405139923
1-211277 10.622695922851562 0.7105247974395752 -0.20652331411838531
1-282627 10.688636779785156 0.7373676300048828 0.049692552536726
1-338796 10.636129379272461 0.7311115860939026 0.4671397805213928
1-40700 10.723727226257324 0.6215466260910034 0.0019780630245804787
1-167488 10.903436660766602 0.8307844996452332 0.7589386701583862
1-298966 10.666767120361328 0.5476465225219727 1.0880447626113892
1-229567 10.771849632263184 0.5336735248565674 0.2328319549560547
1-609044 10.708494186401367 0.9863381385803223 0.8413135409355164
1-93082 10.587032318115234 0.5339643359184265 -0.3121872544288635
1-37069 10.758968353271484 0.5010825395584106 0.05125337094068527
1-212393 10.808446884155273 0.7727428674697876 0.43204614520072937
1-474826 10.56552505493164 0.8999213576316833 0.3032417595386505
1-300318 10.563580513000488 0.6998809576034546 0.3578236699104309
1-392649 10.582117080688477 0.650896430015564 -0.1643308401107788
1-179503 10.621094703674316 0.6089977622032166 0.5704036355018616
1-295041 10.678630828857422 0.8955004811286926 0.4521830976009369
1-1038 10.836087226867676 0.727641224861145 -0.060983289033174515
1-377679 10.775270462036133 0.6566784977912903 0.006199494004249573
1-179844 10.81820297241211 0.8528299927711487 0.4567861557006836
1-167242 10.835898399353027 0.7157779335975647 1.344682216644287
1-198949 10.677478790283203 0.893086850643158 0.30242034792900085
1-153589 10.704987525939941 0.8837743997573853 0.31814441084861755
1-373830 10.791597366333008 0.6138020157814026 -0.1306411623954773
1-150245 10.590126991271973 0.6764461398124695 0.48833340406417847
1-294090 10.611393928527832 0.831317126750946 0.4476669430732727
1-271967 10.880427360534668 0.8490673303604126 0.21484394371509552
1-625206 10.629965782165527 0.7873089909553528 0.4784102737903595
1-247980 10.795574188232422 0.785793662071228 0.42129993438720703
1-41229 10.594916343688965 0.8737902045249939 0.2111751288175583
1-235306 10.876869201660156 0.776563823223114 0.401447057723999
1-585579 10.703837394714355 0.6481144428253174 0.48399513959884644
1-149200 10.857638359069824 0.8145906925201416 0.8612157106399536
1-300464 10.943527221679688 0.8982065320014954 0.45854008197784424
1-180334 10.667716979980469 0.5316519141197205 -0.14896005392074585
1-45554 10.710783958435059 0.8632090091705322 -0.2501280903816223
1-41541 10.618819236755371 0.9114607572555542 0.8306849598884583
1-397456 10.647820472717285 0.6791165471076965 0.22595809400081635
1-117115 10.715399742126465 0.7207425832748413 1.003804326057434
1-603674 10.574002265930176 0.6548604965209961 -0.1964351087808609
1-589908 10.558587074279785 0.7789187431335449 0.7248937487602234
1-633383 10.624588966369629 0.8852797746658325 0.6190255284309387
1-24482 10.867368698120117 0.7581713199615479 0.5040632486343384
1-315626 10.750773429870605 0.5313959717750549 0.07615292072296143
1-25740 10.560948371887207 0.6736293435096741 0.20624025166034698
1-131087 10.892078399658203 0.5590828657150269 0.48130229115486145
1-153942 10.733405113220215 0.8503158092498779 0.6387828588485718
1-96451 10.86199951171875 0.6425382494926453 0.545350193977356
1-177659 10.698837280273438 0.7444216012954712 0.02845468930900097
1-135075 10.769556045532227 0.8794518113136292 -0.13814550638198853
1-116989 10.827264785766602 0.7213563919067383 0.27847471833229065
1-298926 10.744909286499023 0.7003271579742432 0.3084583282470703
1-458727 10.838074684143066 0.9400166273117065 0.670740008354187
1-605611 10.630328178405762 0.6505184769630432 -0.34497228264808655
1-318334 10.714646339416504 0.7314548492431641 0.34499993920326233
1-295059 10.721153259277344 0.6139360070228577 0.22330936789512634
1-95112 10.688762664794922 0.9658812880516052 -0.18915081024169922
1-24003 10.660100936889648 0.548522412776947 -0.32124635577201843
1-164052 10.589346885681152 0.5665987133979797 0.1402258276939392
1-268854 10.934107780456543 0.8502477407455444 1.1934340000152588
1-152675 10.714286804199219 0.9380775094032288 0.4360688626766205
1-213651 10.89838695526123 0.6443806290626526 0.7525081038475037
1-574506 10.69162368774414 0.7409119009971619 0.48125845193862915
1-106408 10.938751220703125 0.6107293367385864 0.9094904661178589
1-249088 10.843939781188965 0.5354272127151489 -0.12636972963809967
1-519746 10.644878387451172 0.6400794982910156 -0.09999990463256836
1-460912 10.89220905303955 0.9499689340591431 0.8783866167068481
1-212861 10.684660911560059 0.7316028475761414 0.4496055245399475
1-615921 10.57717514038086 0.7386444211006165 0.3178001940250397
1-376168 10.66307258605957 0.9523022770881653 1.0728015899658203
1-463969 10.557048797607422 0.7115772366523743 0.4402562975883484
1-179069 10.794295310974121 0.7869438529014587 0.17951633036136627
1-318321 10.935547828674316 0.7475006580352783 0.11910665780305862
1-252477 10.744972229003906 0.7033905386924744 -0.14493738114833832
1-52660 10.58101749420166 0.9023524522781372 -0.02858058363199234
1-27443 10.638269424438477 0.7317231893539429 0.834491491317749
1-560834 10.899327278137207 0.5045813322067261 -0.08062973618507385
1-113672 10.927849769592285 0.9842991232872009 0.971127986907959
1-246036 10.86648941040039 0.820779025554657 0.7014896273612976
1-48116 10.608180046081543 0.5810754299163818 -0.23839353024959564
1-197773 10.680503845214844 0.6244139075279236 0.48277586698532104
1-245404 10.698625564575195 0.886297345161438 -0.07160144299268723
1-245670 10.561959266662598 0.6059789657592773 0.4211658239364624
1-177626 10.851430892944336 0.9437594413757324 0.2992206811904907
1-235576 10.89612102508545 0.8741106390953064 1.2481695413589478
1-176879 10.727462768554688 0.7231919169425964 0.5497111678123474
1-53288 10.578350067138672 0.7282109260559082 -0.19869540631771088
1-135608 10.955670356750488 0.9087809324264526 0.6406211853027344
