MANGAID Mass b/a SFR
1-605504 10.588685035705566 0.6547175049781799 0.27448010444641113
1-626924 10.951390266418457 0.8261405229568481 0.38727033138275146
1-505218 10.67171859741211 0.8642480373382568 0.11701547354459763
1-294374 10.675241470336914 0.7739760875701904 0.41250014305114746
1-150343 10.82524299621582 0.7220885157585144 0.2553356885910034
1-401757 10.66325569152832 0.9463357925415039 0.6225524544715881
1-248056 10.832355499267578 0.6514660716056824 0.3735294044017792
1-325495 10.627498626708984 0.6829479932785034 -0.37228259444236755
1-135093 10.927090644836426 0.8363599181175232 0.4216757118701935
1-214312 10.919401168823242 0.9410246014595032 0.680239737033844
1-273477 10.642887115478516 0.5492101311683655 0.01274846587330103
1-272400 10.71451473236084 0.8975170254707336 0.6102670431137085
1-122388 10.873209953308105 0.5793887376785278 0.567908763885498
1-412119 10.618060111999512 0.7763018012046814 0.35768017172813416
1-256456 10.77230453491211 0.785620391368866 -0.10785650461912155
1-118325 10.935991287231445 0.9381807446479797 0.36471161246299744
1-135524 10.730125427246094 0.6539167165756226 0.11336327344179153
1-210923 10.602773666381836 0.7284125089645386 -0.10036379098892212
1-61237 10.807644844055176 0.8640130162239075 0.6803752183914185
1-95290 10.751240730285645 0.7078415751457214 0.0906033143401146
1-604111 10.691496849060059 0.7134599685668945 0.22500014305114746
1-45529 10.606738090515137 0.7034977078437805 0.7076739072799683
1-78580 10.693286895751953 0.5270750522613525 0.36974626779556274
1-286277 10.774529457092285 0.6314366459846497 -0.11630099266767502
1-249049 10.784372329711914 0.7485072016716003 0.2431391328573227
1-284291 10.7987642288208 0.8396887183189392 0.2222333550453186
1-379087 10.648380279541016 0.6738225817680359 0.7566498517990112
1-390389 10.6316499710083 0.7461817264556885 0.1386040449142456
1-147522 10.851202011108398 0.9236254692077637 0.308498740196228
1-109284 10.893294334411621 0.7452268600463867 0.6154057383537292
1-52590 10.603642463684082 0.7690823078155518 0.894324779510498
1-446131 10.729276657104492 0.5948519110679626 0.20637311041355133
1-378688 10.600342750549316 0.8650519847869873 -0.24416019022464752
1-325658 10.617135047912598 0.6301723122596741 0.04758705571293831
1-269070 10.739168167114258 0.6183484792709351 0.5135254859924316
1-47305 10.639193534851074 0.5944788455963135 -0.23749995231628418
1-123021 10.648529052734375 0.5646647214889526 0.45620372891426086
1-43012 10.559353828430176 0.8286314606666565 -0.021366653963923454
1-248213 10.706804275512695 0.9312766790390015 0.4130568206310272
1-401864 10.787666320800781 0.6286620497703552 0.07979466766119003
1-230406 10.731181144714355 0.5492093563079834 0.08838017284870148
1-195293 10.750792503356934 0.6649150848388672 0.5184211134910583
1-43528 10.704922676086426 0.6531899571418762 0.36445990204811096
1-249062 10.809919357299805 0.5427939891815186 0.05775506794452667
1-603098 10.77497386932373 0.6131988763809204 0.006435484625399113
1-52259 10.771310806274414 0.9267265796661377 0.5843341946601868
1-91919 10.815892219543457 0.7717772722244263 1.037781000137329
1-403703 10.633817672729492 0.793599009513855 0.4301902651786804
1-135044 10.683672904968262 0.8274310231208801 -0.3032419979572296
1-78358 10.817728996276855 0.946557343006134 0.7758727669715881
1-273213 10.882414817810059 0.8741825819015503 -0.03977042809128761
1-117056 10.815390586853027 0.8781372904777527 0.5931458473205566
1-212493 10.665679931640625 0.7231498956680298 0.18087667226791382
1-61136 10.592477798461914 0.9165061116218567 0.09372702240943909
1-122002 10.774517059326172 0.9612230658531189 1.153395175933838
