radius total total_err young young_err young_frac intm intm_err intm_frac old old_err old_frac
1.4280384654163933 -0.21195043603826028 0.036076747541899434 0.3545833089295625 0.1956746152146179 0.0024314801567059483 -0.03173483496027565 0.03333847687671712 0.2926694970950431 -0.2617861743656231 0.03856325634790936 0.7048990227482509
2.5729171057559173 -0.1740324943101086 0.033479649227705376 0.1087719196168956 0.06523691216561438 0.02249953623127648 -0.015536781790028627 0.03264402413254873 0.4684352847844736 -0.2755758670935702 0.03716913707037292 0.5090651789842499
3.5729462774057446 -0.14548873647878977 0.027975331090568465 0.049609169764279044 0.04654100938585286 0.020487309422871296 -0.012284419593952168 0.0279081608372895 0.4878371152513364 -0.2723443590027239 0.033431918473449486 0.4916755753257922
4.618212203016581 -0.12151548661678244 0.026663818863062412 0.0959936023704379 0.03768026381030501 0.17451609347774236 -0.08266504825182634 0.02821657753311055 0.5273786529408137 -0.315343126218977 0.03638601689024527 0.298105253581444
5.492401212037457 -0.09019500627658238 0.026423227171217978 0.0788128444915091 0.03784394586608142 0.200568525294282 -0.05537415608873212 0.029163792435510483 0.5410442051831371 -0.28592065487771984 0.03517209710841706 0.25838726952258084
6.472524189329157 -0.07494875586902844 0.025966268608420624 0.02399848050319941 0.03775964394065834 0.36184533148903797 -0.08720169812196517 0.028713780377055357 0.4566229412173727 -0.29418972947609806 0.0345741041477648 0.18153172729358932
7.553537054845085 -0.08946095255915429 0.0276236014762978 -0.005337717952405637 0.03894122914618925 0.41896816531103015 -0.11231431041787178 0.02877560391672667 0.4508292834217059 -0.3053314365157259 0.03240080373834518 0.13020255126726393
8.473420932463426 -0.14610468962670262 0.02819803025599395 -0.09281383530382463 0.039301535459276955 0.5211919338671679 -0.19374987348122266 0.0275135242193782 0.37337628528386024 -0.30891672360664263 0.03271399401411598 0.10543178084897176
9.476367362451372 -0.15380501867702842 0.031023947997649508 -0.1130159578293929 0.04204987723118267 0.5536936873291393 -0.20027671330334507 0.029325115605292388 0.3545572530080735 -0.280988630422724 0.03272844427145157 0.0917490596627872
10.46790284922039 -0.21495457476258129 0.03293467612577198 -0.17870432662470637 0.04393407125227653 0.5657461507163037 -0.2585258945273746 0.031214689016747153 0.364161664158445 -0.32336128450482826 0.04064448557913181 0.07009218512525124
11.4068314948934 -0.2746233135310706 0.0352201310121641 -0.23012615855284402 0.045203599978068214 0.5464748551361781 -0.3450271175466696 0.03507159637828003 0.39207489368564125 -0.3279803956172662 0.053714415260319656 0.06145025117818055
12.445783163050827 -0.3286231399591359 0.04534838004203596 -0.28250168383538404 0.05117148661287861 0.5298147983683625 -0.3837179022329142 0.04718644683153443 0.4489334694784572 -0.3421193847731624 0.12068544191785255 0.0212517321531802
13.462373268602649 -0.3989111584638768 0.05014812919844842 -0.3228740444407696 0.05827175768074463 0.42007629458222273 -0.4509444806776977 0.05473552306988576 0.5758052440824635 -0.4260340561844842 0.10334742461483286 0.004118461335313866
14.599742275140391 -0.47353487545327033 0.07724645906637059 -0.3520319202649898 0.07838816861331187 0.25167653164935905 -0.4918266357561496 0.07981713135251149 0.7352716095940939 -0.4269024652853077 0.09568408602962271 0.013051858756547054
