col0 col1 col2 col3 col4 col5 col6 col7 col8 col9 col10 col11
0.09256318211555481 0.11792980134487152 0.1348441243171692 0.10543166846036911 0.07929337024688721 0.06690171360969543 -0.03041580691933632 -99.0 -99.0 -99.0 -99.0 -99.0
0.012469719164073467 -0.026962311938405037 -0.03565163537859917 0.018707191571593285 -0.03389698266983032 -0.07033541053533554 -0.1122063398361206 -99.0 -99.0 -99.0 -99.0 -99.0
0.039858777076005936 0.04716759920120239 0.0514984056353569 0.018707191571593285 -0.01509009301662445 -0.006798918358981609 -0.01010774727910757 0.0061413561925292015 -0.167953222990036 -99.0 -99.0 -99.0
0.20271898806095123 0.1914137303829193 0.1861925721168518 0.16681617498397827 0.16238464415073395 0.14422166347503662 0.1499437540769577 0.1439986228942871 -99.0 -99.0 -99.0 -99.0
0.05720328912138939 0.01555485837161541 -0.008447030559182167 -0.057235267013311386 -0.09588993340730667 -0.0780048742890358 -0.06655087321996689 -99.0 -99.0 -99.0 -99.0 -99.0
0.11792980134487152 0.12038683891296387 0.08994308859109879 0.13602584600448608 0.12283005565404892 0.13720755279064178 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.0514984056353569 0.05115644633769989 -0.013416576199233532 -0.10391433537006378 -0.06844314187765121 -0.09779288619756699 -0.12065975368022919 -0.027180379256606102 -99.0 -99.0 -99.0 -99.0
-99.0 0.12282322347164154 0.0627981647849083 0.04425782337784767 0.04120902717113495 -0.0038334582932293415 0.041328418999910355 -0.032435618340969086 -0.0409587100148201 -0.1122063398361206 -0.06467495113611221 -99.0
0.06283420324325562 0.012458358891308308 -0.013416576199233532 -0.006798918358981609 -0.006798918358981609 -0.006798918358981609 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.11545878648757935 0.10543166846036911 0.10921719670295715 0.12038683891296387 0.11545878648757935 0.09775642305612564 -0.1547873169183731 -0.01939528062939644 -99.0 -99.0 -99.0 -99.0
0.0514984056353569 0.048617612570524216 0.0683930441737175 0.05436021462082863 0.0061413561925292015 -0.016763608902692795 -0.016763608902692795 -99.0 -99.0 -99.0 -99.0 -99.0
0.06002787500619888 0.041328418999910355 -0.011755859479308128 0.0061413561925292015 -0.006798918358981609 -0.010095142759382725 -0.028689060360193253 -0.0002805866242852062 0.0061413561925292015 0.030919648706912994 -99.0 -99.0
0.10288829356431961 0.09516756981611252 0.09513651579618454 0.0642283633351326 0.06562252342700958 0.06976953148841858 0.0683930441737175 0.0514984056353569 -99.0 -99.0 -99.0 -99.0
0.012469719164073467 0.029388096183538437 0.03221238777041435 -0.03041580691933632 -0.07035204768180847 0.0012590731494128704 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
-0.023536063730716705 0.015599653124809265 0.02179265208542347 0.02940911427140236 0.030919648706912994 0.04425782337784767 0.032399021089076996 -0.044511135667562485 -99.0 -99.0 -99.0 -99.0
0.027898577973246574 0.024845615029335022 0.0060945660807192326 0.007729210425168276 -0.016763608902692795 -0.013416576199233532 -0.028689060360193253 0.0061413561925292015 0.03984875977039337 -99.0 -99.0 -99.0
0.0514984056353569 -0.01509009301662445 -0.07415321469306946 -0.08976916968822479 -0.005163220688700676 0.0683930441737175 0.13602584600448608 0.02330288477241993 0.035667650401592255 -99.0 -99.0 -99.0
0.048617612570524216 0.0353483185172081 0.012469719164073467 -0.07033541053533554 -0.0780048742890358 -0.08976916968822479 -0.1142992228269577 -0.12928098440170288 -0.1752118468284607 -99.0 -99.0 -99.0
0.0683930441737175 0.03235756233334541 0.05436021462082863 0.03689946234226227 0.07388163357973099 0.10543166846036911 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
-0.026962311938405037 0.015588454902172089 0.054350845515728 0.02940911427140236 -0.03742058202624321 0.00931706465780735 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.08198660612106323 0.03837911784648895 0.08465499430894852 0.048617612570524216 0.08465499430894852 0.11421620845794678 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.06562252342700958 0.014034686610102654 -0.03041580691933632 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.05436021462082863 0.03837911784648895 0.09256318211555481 0.07388163357973099 0.06002787500619888 0.018707191571593285 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
-0.05540673807263374 -0.06097104027867317 -0.010095142759382725 -0.0019040548941120505 0.010893391445279121 0.027898577973246574 0.030909214168787003 -99.0 -99.0 -99.0 -99.0 -99.0
-99.0 0.0683930441737175 0.07522386312484741 0.02485634572803974 0.00931706465780735 -0.0002805866242852062 -0.02013663575053215 -0.03389698266983032 0.0060945660807192326 0.015599653124809265 0.0061413561925292015 0.048617612570524216
0.1300783008337021 0.06143103912472725 0.012469719164073467 -0.026962311938405037 -0.044511135667562485 -0.0818910077214241 -0.07033541053533554 -0.07415321469306946 -99.0 -99.0 -99.0 -99.0
-99.0 0.06132220849394798 0.068357914686203 0.052929311990737915 0.04571758583188057 0.002942254999652505 -0.021836349740624428 -0.008447030559182167 -0.1142992228269577 -0.08581222593784332 -99.0 -99.0
0.05661078542470932 0.04425782337784767 -0.0035275232512503862 -0.03389698266983032 -0.02013663575053215 -0.0409441813826561 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.03391984850168228 0.07795092463493347 0.06838426738977432 0.06002787500619888 0.05578175187110901 0.015599653124809265 0.07357318699359894 -99.0 -99.0 -99.0 -99.0 -99.0
0.16901229321956635 0.1300783008337021 0.08994308859109879 0.06002787500619888 -0.04810762405395508 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.048617612570524216 -0.028689060360193253 -0.0780048742890358 -0.08976916968822479 -0.08976916968822479 -0.055391207337379456 -0.01509009301662445 0.03391984850168228 -0.0035275232512503862 -99.0 -99.0 -99.0
0.07114601135253906 0.05436021462082863 0.0642283633351326 0.02485634572803974 -0.05173414945602417 -0.0780048742890358 0.020715367048978806 -99.0 -99.0 -99.0 -99.0 -99.0
0.06002787500619888 0.042798060923814774 0.002942254999652505 -0.018450122326612473 0.00931706465780735 -0.03041580691933632 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.02179265208542347 -0.008472049608826637 -0.039175234735012054 -0.01509009301662445 0.02485634572803974 0.04571758583188057 0.030919648706912994 0.002942254999652505 -99.0 -99.0 -99.0 -99.0
0.11047416180372238 0.042798060923814774 0.03390955552458763 0.0514984056353569 0.05436021462082863 0.0500389002263546 0.06002787500619888 -99.0 -99.0 -99.0 -99.0 -99.0
0.23961885273456573 0.1252596080303192 0.06143103912472725 0.04716759920120239 0.08198660612106323 -0.023536063730716705 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.018707191571593285 0.004518238827586174 0.015599653124809265 -0.013416576199233532 -0.025249186903238297 -0.03740628808736801 -0.03565163537859917 -99.0 -99.0 -99.0 -99.0 -99.0
0.06562252342700958 0.057194046676158905 0.03837911784648895 0.026377461850643158 0.027898577973246574 0.03391984850168228 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.08730709552764893 0.05436021462082863 0.03689946234226227 0.012469719164073467 0.030919648706912994 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.07660013437271118 0.05578175187110901 0.05436021462082863 0.06143103912472725 0.05436021462082863 0.039858777076005936 0.06700778007507324 0.05436021462082863 0.0683930441737175 -99.0 -99.0 -99.0
-0.03740628808736801 -0.010095142759382725 -0.010095142759382725 0.018707191571593285 0.004541805479675531 0.0061413561925292015 0.002942254999652505 0.0353483185172081 -99.0 -99.0 -99.0 -99.0
-99.0 0.06358293443918228 0.012367453426122665 -0.023536063730716705 -0.025249186903238297 -0.01178126409649849 -0.0035275232512503862 -0.011755859479308128 0.015599653124809265 -99.0 -99.0 -99.0
0.11294502019882202 0.09123733639717102 0.06002787500619888 -0.026962311938405037 -0.003539752447977662 -0.03389698266983032 -0.03926171362400055 -0.12729869782924652 -99.0 -99.0 -99.0 -99.0
0.08730709552764893 0.05578175187110901 0.06561362743377686 0.07930172234773636 0.10543166846036911 0.10543166846036911 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
-99.0 0.11296647787094116 0.08727489411830902 0.06700778007507324 0.029388096183538437 0.03382720425724983 -0.025276221334934235 -0.04810762405395508 -0.06279902905225754 -99.0 -99.0 -99.0
0.08465499430894852 0.04714823514223099 0.02179265208542347 0.0061413561925292015 -0.03215639293193817 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
-0.09779288619756699 -0.03740628808736801 0.04571758583188057 0.06562252342700958 0.030919648706912994 0.068357914686203 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.018707191571593285 0.02485634572803974 0.04716759920120239 0.0514984056353569 0.030919648706912994 0.02485634572803974 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.10288829356431961 0.05436021462082863 0.057194046676158905 0.02179265208542347 0.042798060923814774 0.111723892390728 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
-0.057235267013311386 -0.0035275232512503862 0.02179265208542347 -0.0409441813826561 0.0061413561925292015 -0.005237160716205835 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
-0.11011344939470291 0.048617612570524216 0.02179265208542347 0.002942254999652505 -0.023536063730716705 -0.023536063730716705 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.14883558452129364 0.08465499430894852 0.08730709552764893 0.0683930441737175 0.002942254999652505 -0.03503919765353203 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.08994308859109879 0.054350845515728 0.04716759920120239 0.020249921828508377 -0.01509009301662445 -0.05907932668924332 -0.044511135667562485 -0.04810762405395508 -0.15390561521053314 -99.0 -99.0 -99.0
0.06283420324325562 0.06002787500619888 -0.010095142759382725 -0.021836349740624428 -0.04810762405395508 0.002942254999652505 -0.023536063730716705 -0.044511135667562485 -99.0 -99.0 -99.0 -99.0
0.08730709552764893 0.06002787500619888 0.0061413561925292015 0.02940911427140236 0.00931706465780735 -0.0409441813826561 -0.055391207337379456 -99.0 -99.0 -99.0 -99.0 -99.0
0.12038683891296387 0.11296647787094116 0.09775642305612564 0.04571758583188057 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.07660013437271118 0.06143103912472725 0.0514984056353569 -0.03041580691933632 -0.025249186903238297 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.04571758583188057 0.06283420324325562 0.027898577973246574 0.048617612570524216 0.03689946234226227 0.004541805479675531 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.05720328912138939 0.039858777076005936 -0.030429646372795105 -0.04810762405395508 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
-0.0838870257139206 0.05859720706939697 0.19206184148788452 0.07388163357973099 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
-99.0 0.07251381874084473 0.0683930441737175 0.07114601135253906 0.04571758583188057 0.039858777076005936 0.030919648706912994 0.03689946234226227 -99.0 -99.0 -99.0 -99.0
