col0 col1 col2 col3 col4 col5 col6 col7 col8 col9 col10 col11
0.2300871121733472 0.23157924717476241 0.21896628836611143 -99.0 -99.0 -99.0 -99.0 0.15754644367304493 -99.0 -99.0 -99.0 -99.0
-99.0 0.053756945419928925 0.09340143103043097 0.15818856040242224 0.1255181789186377 0.08365340901400842 0.09193583574923814 -99.0 -99.0 -99.0 -99.0 -99.0
-99.0 -99.0 -0.10262749782440395 0.08324965368672288 0.05936800180779578 0.049102639049991126 0.037270437563073244 0.057561370822808655 0.06590754943695032 0.016541888372950453 -99.0 -99.0
-99.0 0.04680361464243887 0.06977503334826984 -99.0 0.04847869855038667 0.0603474768441874 0.049605263971637115 0.03789021499156142 0.012789906288237063 -99.0 -0.012085366267752917 -0.01467549470330809
-99.0 -99.0 -0.04238634263663421 -0.04315312539617189 -0.05468274159960984 -0.10769003089109574 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.16219027684209486 0.128754500601568 0.13744604094140378 0.10330309902967372 0.11757616354927691 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.15099344687800098 0.12631176236309294 0.0979342140897419 0.08118630609408051 0.061417304074874224 0.038831336551719886 0.02271983482267359 0.011333903547376067 -0.017611094422420592 -0.12695085509476733 -99.0 -99.0
-99.0 -99.0 -99.0 -99.0 0.11551961855098192 0.11349349912889828 0.11869157418885301 0.11341584444331154 0.09783671954641626 0.12218652224913917 0.007833599742005148 -99.0
0.14757092854877918 0.13092808062676653 0.10673792743215138 0.08350577462715947 0.06301026394708487 0.05747454045609679 0.04058273489417985 0.018081913316859044 -0.04330506647784027 -0.1137642209101859 -0.05974142967244234 -99.0
-99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
-99.0 -99.0 0.10503830666049296 0.12342658774810111 0.15447533966825588 0.14458291861115669 0.13540975280696266 0.08329592358938065 0.060225047424369293 -99.0 -99.0 -99.0
-99.0 0.09613344035742877 0.13723117020386333 0.15782174774699875 0.155863781884241 0.15106666744339314 0.11575925459879244 0.11670907380265483 0.11419955985802233 0.12264392484153497 0.09665914600623537 -99.0
-99.0 0.14695278793367272 0.14188893812017866 0.16705397278055756 0.17063074975783898 0.1646361234787097 0.1573010042774552 0.14521455249896142 -99.0 -99.0 -99.0 -99.0
-99.0 0.07270266985031348 0.1088453955455595 0.12274973097552966 0.12964432302307927 0.10432767416291533 0.05855048663321227 -0.02608576860013123 0.016140848890357162 0.011192044121562716 -99.0 -99.0
-99.0 -99.0 -99.0 0.10133394648839023 0.09492454327932442 0.08018474155703892 0.05348951429219717 0.07354155617351665 0.039966614015527924 -0.0127116725787495 -99.0 -99.0
0.2149870725652825 0.19335973037405374 0.15688826932962563 0.12249868220121662 0.10577043236427208 0.1018774851016282 0.07596199373791634 0.03657081540814744 0.023825579207530367 0.0006375752835872106 -99.0 -99.0
0.10786388457736074 0.13044655484294232 0.11519576128978137 0.10207381185999331 0.08944985573406505 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0
0.15719436714247514 0.18261877268523463 0.18981108926615242 0.1583395926407274 0.11721080530879746 0.06360822723582693 0.011575429796893744 -0.010672069732573064 -0.018473195273344345 -0.037931923772143605 -99.0 -99.0
