Subhalo_ID Mass SFR
264887 10.788699243867248 0.2131845500399443
559386 10.625735219130629 0.2046420728592988
440407 10.91143408370742 0.02259940910838587
555287 10.573903855991725 0.5485826810118741
514272 10.56044347826932 -0.40384925855284237
549516 10.560382532792175 0.2622855041618539
479290 10.92656931137352 0.482296567102388
342448 10.914034650879287 0.5702884677773632
143887 10.848510560726275 0.24972188454056443
552414 10.752513240008806 -0.12343633999299364
444134 10.658899122079635 0.01061863898086024
535050 10.616849255893456 0.562334059796143
510585 10.694280453390705 0.3980026203894571
413373 10.839013965457598 -0.5101724189476222
521803 10.636537040061484 0.5241556072409015
530852 10.710234177156325 0.25489222869115835
482889 10.894666016182027 0.46981849214260585
394621 10.791738355648185 0.36014922014629036
424288 10.952219784634831 0.018547014175084087
546474 10.669243406976479 0.4638844498665389
117256 10.917527565060501 0.08630328042769442
466550 10.598294668654793 -0.5093951644384997
446665 10.720726411099253 -0.24554940303733375
63868 10.893065667743725 0.7216940721866152
242791 10.661730360480227 0.2660587801301162
509091 10.696999053313702 0.5309694821766353
523548 10.83563414124412 -0.17809814624486187
372755 10.819050138465473 0.9379014711965006
490814 10.702966180526236 0.41005797670639943
521429 10.58934965978799 0.8052238566086736
455291 10.785525579387313 0.8013973781909218
480802 10.690139352146527 0.5617724007137106
522983 10.766223173691156 0.5851534336132929
517271 10.78141929453607 0.0058502581101631534
543729 10.666719169536483 0.6705147384140915
511303 10.670958883782022 0.2823521565446061
477328 10.745665686042425 0.6271233968829204
542252 10.613913670007458 0.6751592130804394
539333 10.74115002246242 0.5876877086561656
253862 10.932133704819917 0.6735399179219481
547844 10.70080752015278 0.1712437155831541
63867 10.874457464055046 0.1534169915282355
571633 10.590455053607373 0.5075661562322029
544408 10.605047410479372 0.7721599406391952
534628 10.756804925474366 -0.15664238236377237
525002 10.59827166904663 1.235115620098389
479938 10.782256856650193 0.9193606773616576
514829 10.856838809149949 0.6502658972658306
342447 10.958243658148856 1.0891138513833312
513845 10.8604877374747 0.9016505550166052
544001 10.599068278866659 0.40088143764629613
449658 10.799112312548779 0.012108550674369667
455292 10.690657604965493 0.6415603294289305
535774 10.69565413420587 0.9107920021069216
459557 10.639952408561959 -0.19777135185113437
503437 10.80585345182105 -0.299467902876291
63872 10.60604261233264 0.22124337861093935
469487 10.86109212531566 -0.01996333408540174
117255 10.716938574606708 -0.06498777738444694
552581 10.650414383346565 0.0525461781934613
362995 10.693395387128042 0.5989001460437429
531320 10.57978359661681 0.1756308065047385
526478 10.6026046891763 0.5617997248361934
394622 10.851242444686282 0.5132578410492847
501208 10.922473732935977 -0.332024698695383
515695 10.955694002570013 0.04048441117472912
532301 10.691230948618065 0.8474075642779209
408535 10.563654294003618 0.3572431312415887
371127 10.861343207517926 -0.02065800881843849
229935 10.835388679474892 -0.1209528468287413
543376 10.782524937017438 0.5433333852393396
485056 10.916559219301114 0.6492966422323363
422754 10.909588653586454 -0.10940133799333651
523889 10.727090462956394 0.38900729571234294
208812 10.780742035973011 0.04160751145105479
565089 10.578556697637637 -0.4192306230896925
502995 10.882951223250611 0.782137948029348
392277 10.70180794631721 -0.14260026068691545
63870 10.697629441873264 -0.08241649039125853
11 10.562993120018112 -0.02892995909387075
540452 10.564871920741876 0.7168820540843637
319731 10.850086621105962 0.2761973638045525
63869 10.662014174138065 0.018771391038024277
474008 10.899695775271617 0.44613803422387477
537941 10.708130139981396 0.5132109838208709
220597 10.792410601910666 0.782729343306249
537488 10.62504685323198 0.40027776715287544
554798 10.722930753473369 0.01955081631799871
499704 10.713506503332887 0.592378638962332
505100 10.737668832817894 -0.319966447054421
400974 10.584518925685002 0.09884161104296574
522530 10.818352599354633 -0.02854803416523488
547293 10.730295237670127 0.507119426548968
491426 10.92763517112309 0.04073501619117792
333425 10.89893843800172 0.03893489508699233
264886 10.901174874928499 0.6228279809423363
506151 10.866184514341397 0.45689544511129476
518682 10.672675916347476 0.2431364154205813
476266 10.670406363890446 0.6462376657572833
492244 10.879957875397432 0.28780562692219647
528836 10.634989858242596 0.3679411746651642
537236 10.749256936185203 0.6100296345681748
541497 10.670674368202164 0.6638211440713029
497557 10.675245683735799 0.32528641360069344
569251 10.598403078975942 0.15628507816630233
535410 10.79350890977196 -0.030136499249534765
506720 10.886898319442787 0.06756052658397493
531910 10.720872614697988 0.8555502522199419
519311 10.93998574376231 0.253135080359824
184935 10.914872874216336 0.2067181015211741
464163 10.956873106589347 0.5121137148813162
555601 10.582630304077743 0.12956459112131746
471996 10.935499708430386 -0.17735071694624693
502371 10.671601369703223 0.6876793926023677
525533 10.587866923919401 0.45479139308571703
493433 10.792072856381036 0.6218681545330398
483594 10.94979727168515 -0.6031115751055136
117254 10.805775348814764 0.967538775068645
510273 10.82456056186108 -0.008838027358432754
486046 10.870179676532304 0.3163694678734785
550149 10.658106835506393 0.21987474958017472
520885 10.685507066645453 -0.11301441153127634
494011 10.843658140929351 0.37417116679614537
545437 10.629820251550557 0.6613186252281302
383976 10.831814124735976 -0.16612193991699975
532760 10.743309033531787 0.18378633832445246
512425 10.669756532236056 -0.32969826387424384
449659 10.745892619297544 0.5858324437797098
528322 10.616439802595977 0.47957482189931433
501725 10.812737598854474 0.5825616088606278
538905 10.705941502162894 0.13579476333365648
355725 10.681034898487317 -0.28014087877311766
229936 10.654700075859164 0.22309717685395292
300905 10.675605139087983 0.42682779903442203
